,Latitud,Longitud,Direccion,N CAMARA,Domos,Fijas,LPR,Cant. Cam. LPR,Total Camaras,Ciudad,Barrios,Pais,Provincia,Tipo de Arteria,Corredor,C. ESCOLARES,C. SEGUIMIENTO
,"-57,5869716","-38,048782","Avenida Mario Bravo 5296 , Mar del Plata, Provincia de Buenos Aires, Argentina",148,1,0,,0,1,Mar del Plata,General San Martin,Argentina,Buenos Aires,Avenida,,,
,"-57,6122924","-38,014031","Intendente Vignolo y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",149,1,0,,0,1,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,5875485","-37,993565","Teodoro Bronzini y Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina",150,1,0,,0,1,Mar del Plata,Bernardino Rivadavia,Argentina,Buenos Aires,Calle,,,
,"-57,5568695","-38,013544","Santiago del Estero yRodriguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina",151,1,0,,0,1,Mar del Plata,General Roca,Argentina,Buenos Aires,Calle,,,
,"-57,5612653","-37,997898","Avenida Colon y  14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina",153,1,0,,0,1,Mar del Plata,Don Bosco,Argentina,Buenos Aires,Avenida,,CORREDOR 11,
,"-57,6207799","-38,01391","Juan D'Arienzo y Fresedo, Mar del Plata, Provincia de Buenos Aires, Argentina",155,1,0,,0,1,Mar del Plata,Las Dos Marias,Argentina,Buenos Aires,Calle,,,
,"-57,6038747","-37,97174","Rivadavia y F. Juan Cetz, Mar del Plata, Provincia de Buenos Aires, Argentina",157,1,0,,0,1,Mar del Plata,Jorge Newbery,Argentina,Buenos Aires,Calle,,,
,"-57,5880174","-38,020584","1099 Americo Raul Canosa, Mar del Plata, Provincia de Buenos Aires, Argentina",158,1,0,,0,1,Mar del Plata,Peralta Ramos Oeste,Argentina,Buenos Aires,Calle,,,
,"-57,5996104","-37,971686","Avenida Pedro Luro y Jose Maria Calaza, Mar del Plata, Provincia de Buenos Aires, Argentina",159,1,0,,0,1,Mar del Plata,Coronel Dorrego,Argentina,Buenos Aires,Avenida,,,
,"-57,5529248","-37,980502","Olazabal y French, Mar del Plata, Provincia de Buenos Aires, Argentina",160,1,0,,0,1,Mar del Plata,Nueva Pompeya,Argentina,Buenos Aires,Calle,,,
,"-57,5503209","-37,993096","Avenida Independencia y 3 de Febrero, Mar del Plata, Provincia de Buenos Aires, Argentina",202,1,2,,0,3,Mar del Plata,La Perla,Argentina,Buenos Aires,Avenida,,,
,"-57,5401737","-38,0085","Avenida Colon y  Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina",203,1,2,,0,3,Mar del Plata,Macrocentro,Argentina,Buenos Aires,Avenida,,,
,"-57,5371577","-38,010088","Avenida Colon y  Martin Miguel de Guemes, Mar del Plata, Provincia de Buenos Aires, Argentina",204,1,2,,0,3,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Avenida,,,
,"-57,5332108","-38,008686","Avenida Patricio Peralta Ramos y Viamonte, Mar del Plata, Provincia de Buenos Aires, Argentina",205,1,1,,0,2,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Avenida,,,
,"-57,59452","-38,11891","C. 495 353, Mar del Plata, Provincia de Buenos Aires, Argetina",206,1,2,,0,3,Mar del Plata,Acantilados,Argentina,Buenos Aires,Ruta,,,
,"-57,5448539","-38,049403","Avenida de los Trabajadores y Ortiz deZarate, Mar del Plata, Provincia de Buenos Aires, Argentina",207,1,2,,0,3,Mar del Plata,Puerto,Argentina,Buenos Aires,Avenida,,,
,"-57,5773125","-38,056053","Avenida Mario Bravo y Lanzilota, Mar del Plata, Provincia de Buenos Aires, Argentina",208,1,2,,0,3,Mar del Plata,Juramento,Argentina,Buenos Aires,Avenida,,,
,"-57,5758628","-38,072714","Avenida Jorge Newbery y Bahia Thetis, Mar del Plata, Provincia de Buenos Aires, Argentina",209,1,2,,0,3,Mar del Plata,Parque Independencia,Argentina,Buenos Aires,Avenida,,,
,"-57,5849654","-38,034699","Avenida Fortunato de la Plaza y Bestoso, Mar del Plata, Provincia de Buenos Aires, Argentina",210,1,2,,0,3,Mar del Plata,El Progreso,Argentina,Buenos Aires,Avenida,,,
,"-57,5464008","-38,044237","Magallanes y Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina",211,1,1,,0,2,Mar del Plata,Puerto,Argentina,Buenos Aires,Calle,,,
,"-57,5989053","-38,024153","Avenida Fortunato de la Plaza y De los Inmigrantes, Mar del Plata, Provincia de Buenos Aires, Argentina",213,1,2,,0,3,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,CORREDOR 16,
,"-57,5475286","-38,036752","Avenida Juan B. Justo y Urquiza, Mar del Plata, Provincia de Buenos Aires, Argentina",214,0,4,,0,4,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,CORREDOR 14,
,"-57,6130298","-38,021359","Calabria y B. Goni, Mar del Plata, Provincia de Buenos Aires, Argentina",216,1,1,,0,2,Mar del Plata,Las Heras,Argentina,Buenos Aires,Calle,,CORREDOR 4,
,"-57,5394133","-37,944818","Avenida Fray LuisBeltran y Belisario Roldan, Mar del Plata, Provincia de Buenos Aires, Argentina",217,1,2,,0,3,Mar del Plata,Zacagnini,Argentina,Buenos Aires,Avenida,,,
,"-57,6055768","-38,013828","Reforma Universitaria y Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina",219,1,0,,0,1,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,6021868","-38,126321","Ruta 11 y 515, Mar del Plata, Provincia de Buenos Aires, Argentina",223,0,0,LPR 1 (SUR),1,1,Mar del Plata,Los Acantilados,Argentina,Buenos Aires,Ruta,,,223D-223F1-753D-753F1
,"-57,6021868","-38,126321","Ruta 11 y 515, Mar del Plata, Provincia de Buenos Aires, Argentina",223,1,0,,0,1,Mar del Plata,Los Acantilados,Argentina,Buenos Aires,Ruta,,,
,"-57,6021868","-38,126321","Ruta 11 y 515, Mar del Plata, Provincia de Buenos Aires, Argentina",223,0,2,,0,2,Mar del Plata,Los Acantilados,Argentina,Buenos Aires,Ruta,,,
,"-57,5914089","-38,007046","Plaza Del Lago, Mar del Plata, Provincia de Buenos Aires, Argentina",225,1,0,,0,1,Mar del Plata,Bosque Alegre,Argentina,Buenos Aires,Calle,,,
,"-57,6138226","-38,008918","Avenida Presidente Peron y Soler, Mar del Plata, Provincia de Buenos Aires, Argentina",226,0,0,LPR 1 (NORTE),1,1,Mar del Plata,Don Emilio,Argentina,Buenos Aires,Avenida,,,226D-226F1-215D-77D-116D-122D-668D
,"-57,6138226","-38,008918","Avenida Presidente Peron y Soler, Mar del Plata, Provincia de Buenos Aires, Argentina",226,1,0,,0,1,Mar del Plata,Don Emilio,Argentina,Buenos Aires,Avenida,,,
,"-57,6138226","-38,008918","Avenida Presidente Peron y Soler, Mar del Plata, Provincia de Buenos Aires, Argentina",226,0,2,,0,2,Mar del Plata,Don Emilio,Argentina,Buenos Aires,Avenida,,,
,"-57,6204576","-38,00129","Avenida Carlos Gardel y Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina",227,1,2,,0,3,Mar del Plata,Don Emilio,Argentina,Buenos Aires,Avenida,,,
,"-57,6307827","-37,994797","Tripulantes del Fournier y Calle 236, Mar del Plata, Provincia de Buenos Aires, Argentina",229,1,0,,0,1,Mar del Plata,Autodromo,Argentina,Buenos Aires,Avenida,,CORREDOR 7,
,"-57,6101738","-37,982117","Alvarado 8049, Mar del Plata, Provincia de Buenos Aires, Argentina",230,0,2,,0,2,Mar del Plata,Belisario Roldan,Argentina,Buenos Aires,Calle,,CORREDOR 6,
,"-57,6022941","-37,983852","Avenida Doctor ArturoAlio y Garay, Mar del Plata, Provincia de Buenos Aires, Argentina",231,1,2,,0,3,Mar del Plata,Belisario Roldan,Argentina,Buenos Aires,Avenida,,,
,"-57,5683519","-38,04321","Marcelo T. de Alvear y Soler, Mar del Plata, Provincia de Buenos Aires, Argentina",232,1,2,,0,3,Mar del Plata,Cerrito San Salvador,Argentina,Buenos Aires,Calle,,,
,"-57,544313","-37,932482","San Francisco de Asis y Mahatma Ghandi, Mar del Plata, Provincia de Buenos Aires, Argentina",234,1,0,,0,1,Mar del Plata,Parque Camet,Argentina,Buenos Aires,Calle,,,
,"-57,5491996","-37,942511","Godoy Cruz y Calabrese, Mar del Plata, Provincia de Buenos Aires, Argentina",235,1,2,,0,3,Mar del Plata,Alto Camet,Argentina,Buenos Aires,Calle,,,
,"-57,542612","-37,951869","Avenida Carlos Tejedor y Vuelta de Obligado, Mar del Plata, Provincia de Buenos Aires, Argentina",236,1,2,,0,3,Mar del Plata,Zacagnini,Argentina,Buenos Aires,Avenida,,CORREDOR 29,
,"-57,5470083","-37,961013","Chubut y Miguel Sagastizabal, Mar del Plata, Provincia de Buenos Aires, Argentina",237,1,2,,0,3,Mar del Plata,Constitucion,Argentina,Buenos Aires,Calle,,CORREDOR 8,
,"-57,5519478","-37,952957","Avenida Jose Manuel Estrada y Ricardo Palma, Mar del Plata, Provincia de Buenos Aires, Argentina",238,1,2,,0,3,Mar del Plata,Caisamar,Argentina,Buenos Aires,Avenida,,,
,"-57,5475737","-38,093614","Rotonda del Faro. Plazoleta Castilla yLeon, Mar del Plata, Provincia de Buenos Aires, Argentina",239,0,0,LPR 1 (SUR),1,1,Mar del Plata,Faro Norte,Argentina,Buenos Aires,Calle,,,239D-648D-364D-364F1-487D-487F1-492D
,"-57,5475737","-38,093614","Rotonda del Faro. Plazoleta Castilla yLeon, Mar del Plata, Provincia de Buenos Aires, Argentina",239,0,0,LPR 2  (NORTE),1,1,Mar del Plata,Faro Norte,Argentina,Buenos Aires,Calle,,,239D-274D-654D-654F1-362D-362F1-39D
,"-57,5475737","-38,093614","Rotonda del Faro. Plazoleta Castilla yLeon, Mar del Plata, Provincia de Buenos Aires, Argentina",239,0,2,,0,2,Mar del Plata,Faro Norte,Argentina,Buenos Aires,Calle,,,
,"-57,5475737","-38,093614","Rotonda del Faro. Plazoleta Castilla yLeon, Mar del Plata, Provincia de Buenos Aires, Argentina",239,1,0,,0,1,Mar del Plata,Faro Norte,Argentina,Buenos Aires,Calle,,,
,"-57,5884982","-38,058503","Cerrito y Calle 75, Mar del Plata, Provincia de Buenos Aires, Argentina",241,1,2,,0,3,Mar del Plata,Nuevo Golf,Argentina,Buenos Aires,Calle,,,
,"-57,5734051","-38,068855","Avenida Jorge Newbery y Fragata Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina",243,1,2,,0,3,Mar del Plata,El Jardin de Stella Maris,Argentina,Buenos Aires,Avenida,,,
,"-57,5712209","-38,060584","Avenida Mario Bravo y Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina",244,0,0,LPR 1 (SUR),1,1,Mar del Plata,Juramento,Argentina,Buenos Aires,Avenida,,CORREDOR 19,244D-243D-243F1-209D-209F1-645D-638D
,"-57,5712209","-38,060584","Avenida Mario Bravo y Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina",244,0,0,LPR 2 (NORTE),1,1,Mar del Plata,Juramento,Argentina,Buenos Aires,Avenida,,CORREDOR 19,244D-244F2-284D-284F1-279D-279F2-285D
,"-57,5712209","-38,060584","Avenida Mario Bravo y Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina",244,1,0,,0,1,Mar del Plata,Juramento,Argentina,Buenos Aires,Avenida,,CORREDOR 19,
,"-57,5712209","-38,060584","Avenida Mario Bravo y Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina",244,0,2,,0,2,Mar del Plata,Juramento,Argentina,Buenos Aires,Avenida,,CORREDOR 19,
,"-57,5458781","-37,956048","Avenida Carlos Tejedor y Avenida Jose Manuel Estrada, Mar del Plata, Provincia de Buenos Aires, Argentina",245,1,2,,0,3,Mar del Plata,Constitucion,Argentina,Buenos Aires,Avenida,,,
,"-57,6365989","-37,954129","Avenida Pedro Luro y Tarantino, Mar del Plata, Provincia de Buenos Aires, Argentina",246,0,0,LPR 1 (ESTE),1,1,Mar del Plata,La Herradura,Argentina,Buenos Aires,Avenida,,,246D-246F1-246F2-531D-329D-329F1-532D
,"-57,6365989","-37,954129","Avenida Pedro Luro y Tarantino, Mar del Plata, Provincia de Buenos Aires, Argentina",246,1,0,,0,1,Mar del Plata,La Herradura,Argentina,Buenos Aires,Avenida,,,
,"-57,6365989","-37,954129","Avenida Pedro Luro y Tarantino, Mar del Plata, Provincia de Buenos Aires, Argentina",246,0,2,,0,2,Mar del Plata,La Herradura,Argentina,Buenos Aires,Avenida,,,
,"-57,5579333","-37,943563","carballo y Arroyo La Tapera, Mar del Plata, Provincia de Buenos Aires, Argentina",247,1,0,,0,1,Mar del Plata,Grosellar,Argentina,Buenos Aires,Calle,,,
,"-57,5454262","-37,926128","Kraglievich y Los Granados, Mar del Plata, Provincia de Buenos Aires, Argentina",249,1,1,,0,2,Mar del Plata,Parque Camet,Argentina,Buenos Aires,Calle,,,
,"-57,5427289","-37,923892","Calle Scaglia y Los Granados, Mar del Plata, Provincia de Buenos Aires, Argentina",250,1,2,,0,3,Mar del Plata,Parque Camet,Argentina,Buenos Aires,Calle,,,
,"-57,5406799","-37,963093","Avenida Felix U. Camet y Pascuala Mugaburu, Mar del Plata, Provincia de Buenos Aires, Argentina",251,1,2,,0,3,Mar del Plata,Constitucion,Argentina,Buenos Aires,Avenida,,,
,"-57,5435512","-37,9638","Joaquina Acevedo y Libres del Sur, Mar del Plata, Provincia de Buenos Aires, Argentina",252,1,0,,0,1,Mar del Plata,Constitucion,Argentina,Buenos Aires,Calle,,CORREDOR 8,
,"-57,5496819","-37,960764","Avenida Carlos Tejedor y Joaquina Acevedo, Mar del Plata, Provincia de Buenos Aires, Argentina",253,1,2,,0,3,Mar del Plata,Constitucion,Argentina,Buenos Aires,Avenida,,CORREDOR 8,
,"-57,5646017","-37,959905","Avenida Constitucion y Ricardo Rojas, Mar del Plata, Provincia de Buenos Aires, Argentina",254,1,2,,0,3,Mar del Plata,Caisamar,Argentina,Buenos Aires,Avenida,1,,
,"-57,5699147","-37,943851","Estrada y De La Paolera, Mar del Plata, Provincia de Buenos Aires, Argentina",255,1,2,,0,3,Mar del Plata,Caisamar,Argentina,Buenos Aires,Avenida,,,
,"-57,5601005","-37,973508","Avenida Carlos Tejedor y Rio Negro, Mar del Plata, Provincia de Buenos Aires, Argentina",256,1,2,,0,3,Mar del Plata,Parque Luro,Argentina,Buenos Aires,Avenida,,,
,"-57,5561306","-37,968805","Avenida Carlos Tejedor y Florisbelo Acosta, Mar del Plata, Provincia de Buenos Aires, Argentina",257,1,2,,0,3,Mar del Plata,Parque Luro,Argentina,Buenos Aires,Avenida,,,
,"-57,5639149","-37,978244","Avenida Juan Hector Jara y Ituzaingo, Mar del Plata, Provincia de Buenos Aires, Argentina",258,1,2,,0,3,Mar del Plata,Villa Primera,Argentina,Buenos Aires,Avenida,,,
,"-57,5651146","-37,970982","Rio Negro 5525, Mar del Plata, Provincia de Buenos Aires, Argentina",259,1,1,,0,2,Mar del Plata,Los Pinares,Argentina,Buenos Aires,Calle,,,
,"-57,5740609","-37,96642","Rio Negro y Miguel de Unamuno, Mar del Plata, Provincia de Buenos Aires, Argentina",260,1,2,,0,3,Mar del Plata,Los Pinares,Argentina,Buenos Aires,Calle,,,
,"-57,5742257","-37,959651","Florisbelo Acosta y Martinez Zuviria, Mar del Plata, Provincia de Buenos Aires, Argentina",261,1,1,,0,2,Mar del Plata,Los Pinares,Argentina,Buenos Aires,Calle,,,
,"-57,5443845","-37,981392","Avenida Felix U. Camet y Rio Negro, Mar del Plata, Provincia de Buenos Aires, Argentina",262,1,2,,0,3,Mar del Plata,La Perla,Argentina,Buenos Aires,Avenida,,,
,"-57,5520662","-37,974225","Libres del Sud y Geronimo Rejon, Mar del Plata, Provincia de Buenos Aires, Argentina",263,1,2,,0,3,Mar del Plata,Parque Luro,Argentina,Buenos Aires,Calle,,,
,"-57,5734833","-37,962255","Padre Cardiel y Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina",264,1,2,,0,3,Mar del Plata,Los Pinares,Argentina,Buenos Aires,Calle,,,
,"-57,5765514","-37,957379","Concepcion Arenal y Belgica, Mar del Plata, Provincia de Buenos Aires, Argentina",265,1,1,,0,2,Mar del Plata,Los Pinares,Argentina,Buenos Aires,Calle,,,
,"-57,5588055","-37,980841","Ituzaingo y Misiones, Mar del Plata, Provincia de Buenos Aires, Argentina",266,1,1,,0,2,Mar del Plata,Villa Primera,Argentina,Buenos Aires,Calle,,,
,"-57,562523","-38,067086","Avenida Mario Bravo y Piedrabuena, Mar del Plata, Provincia de Buenos Aires, Argentina",269,1,2,,0,3,Mar del Plata,Jardin Peralta Ramos,Argentina,Buenos Aires,Avenida,,,
,"-57,5555167","-38,072343","Avenida Mario Bravo y ARioz, Mar del Plata, Provincia de Buenos Aires, Argentina",270,1,2,,0,3,Mar del Plata,Bosque Peralta Ramos,Argentina,Buenos Aires,Avenida,,,
,"-57,5589575","-38,069764","Vergara 3199, Mar del Plata, Provincia de Buenos Aires, Argentina",271,1,2,,0,3,Mar del Plata,Punta Mogotes,Argentina,Buenos Aires,Avenida,,,
,"-57,5658831","-38,06458","Avenida Mario Bravo y Albert Einstein, Mar del Plata, Provincia de Buenos Aires, Argentina",272,0,3,,0,3,Mar del Plata,Jardin Peralta Ramos,Argentina,Buenos Aires,Avenida,,,
,"-57,5496172","-38,077284","Avenida Mario Bravo y Velez Sarfield, Mar del Plata, Provincia de Buenos Aires, Argentina",273,1,2,,0,3,Mar del Plata,Faro Norte,Argentina,Buenos Aires,Avenida,,,
,"-57,5388552","-38,081572","Avenida de los Trabajadores y Racedo, Mar del Plata, Provincia de Buenos Aires, Argentina",274,1,2,,0,3,Mar del Plata,Punta Mogotes,Argentina,Buenos Aires,Avenida,,,
,"-57,5651871","-38,090563","Diagonal Estados Unidos Norte y De la Maza, Mar del Plata, Provincia de Buenos Aires, Argentina",275,1,2,,0,3,Mar del Plata,Alfar,Argentina,Buenos Aires,Calle,,,
,"-57,5518873","-38,059621","Avenida Fortunato de la Plaza y Vernet, Mar del Plata, Provincia de Buenos Aires, Argentina",276,1,2,,0,3,Mar del Plata,Punta Mogotes,Argentina,Buenos Aires,Avenida,,,
,"-57,547044","-38,053876","Avenida de los Trabajadores y Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina",277,1,2,,0,3,Mar del Plata,Punta Mogotes,Argentina,Buenos Aires,Avenida,,,
,"-57,5483179","-38,065022","Puan y Acevedo, Mar del Plata, Provincia de Buenos Aires, Argentina",278,1,2,,0,3,Mar del Plata,Punta Mogotes,Argentina,Buenos Aires,Avenida,,,
,"-57,5613839","-38,052473","Avenida Edison y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",279,1,3,,0,4,Mar del Plata,Juramento,Argentina,Buenos Aires,Calle,,,
,"-57,5570257","-38,053047","Arana y Goiri y Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina",280,1,2,,0,3,Mar del Plata,Colinas de Peralta Ramos,Argentina,Buenos Aires,Calle,,,
,"-57,5528352","-38,05362","Tripulantes del Fournier y Albert Einstein, Mar del Plata, Provincia de Buenos Aires, Argentina",281,1,2,,0,3,Mar del Plata,Colinas de Peralta Ramos,Argentina,Buenos Aires,Avenida,,,
,"-57,5570053","-38,055752","Avenida Fortunato de la Plaza y Beltrami, Mar del Plata, Provincia de Buenos Aires, Argentina",282,1,2,,0,3,Mar del Plata,Colinas de Peralta Ramos,Argentina,Buenos Aires,Avenida,,,
,"-57,5594183","-38,06181","Calabria y Mosconi, Mar del Plata, Provincia de Buenos Aires, Argentina",283,1,2,,0,3,Mar del Plata,Colinas de Peralta Ramos,Argentina,Buenos Aires,Calle,,,
,"-57,5663443","-38,056568","Avenida Edison y Calabria, Mar del Plata, Provincia de Buenos Aires, Argentina",284,1,2,,0,3,Mar del Plata,Colinas de Peralta Ramos,Argentina,Buenos Aires,Avenida,,CORREDOR 19,
,"-57,558046","-38,049688","Avenida Edison y Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina",285,1,2,,0,3,Mar del Plata,Colinas de Peralta Ramos,Argentina,Buenos Aires,Avenida,,,
,"-57,55148","-38,044304","Avenida Edison y Ortiz deZarate, Mar del Plata, Provincia de Buenos Aires, Argentina",286,1,1,,0,2,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Avenida,,,
,"-57,5588991","-38,047735","Rosales y Rondeau, Mar del Plata, Provincia de Buenos Aires, Argentina",287,1,2,,0,3,Mar del Plata,Termas Huinco,Argentina,Buenos Aires,Calle,,,
,"-57,5658079","-38,049134","Elisa Alvear de Bosch y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",288,1,2,,0,3,Mar del Plata,Termas Huinco,Argentina,Buenos Aires,Avenida,,,
,"-57,573951","-38,050835","Diagonal Puan Gascon y Calabria, Mar del Plata, Provincia de Buenos Aires, Argentina",289,1,2,,0,3,Mar del Plata,Juramento,Argentina,Buenos Aires,Calle,,,
,"-57,5683127","-38,047249","Avenida Fortunato de la Plaza y Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina",290,1,2,,0,3,Mar del Plata,Juramento,Argentina,Buenos Aires,Avenida,,,
,"-57,5717256","-38,044652","Avenida Fortunato de la Plaza y Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina",291,1,2,,0,3,Mar del Plata,Cerrito Sur,Argentina,Buenos Aires,Avenida,,,
,"-57,5766912","-38,048789","Calabria y Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina",292,1,2,,0,3,Mar del Plata,Cerrito Sur,Argentina,Buenos Aires,Calle,,,
,"-57,5771098","-38,040599","Avenida Fortunato de la Plaza y Galicia, Mar del Plata, Provincia de Buenos Aires, Argentina",293,1,2,,0,3,Mar del Plata,Cerrito Sur,Argentina,Buenos Aires,Avenida,,,
,"-57,5744242","-38,042711","Avenida Fortunato de la Plaza y Santa Cecilia, Mar del Plata, Provincia de Buenos Aires, Argentina",294,1,2,,0,3,Mar del Plata,Cerrito San Salvador,Argentina,Buenos Aires,Avenida,,,
,"-57,5929752","-38,039102","AvenidaAntartida Argentina y William Morris, Mar del Plata, Provincia de Buenos Aires, Argentina",295,1,2,,0,3,Mar del Plata,Florencio Sanchez,Argentina,Buenos Aires,Avenida,,,
,"-57,5910995","-38,035406","Genova 6491, Mar del Plata, Provincia de Buenos Aires, Argentina",296,1,2,,0,3,Mar del Plata,El Martillo,Argentina,Buenos Aires,Avenida,,,
,"-57,5897238","-38,045428","Benito Lynch y Rafael del Riego, Mar del Plata, Provincia de Buenos Aires, Argentina",297,1,2,,0,3,Mar del Plata,General San Martin,Argentina,Buenos Aires,Calle,,,
,"-57,5849601","-38,037389","Puan y Dellepiane, Mar del Plata, Provincia de Buenos Aires, Argentina",298,1,2,,0,3,Mar del Plata,Florencio Sanchez,Argentina,Buenos Aires,Calle,,,
,"-57,5873604","-38,040737","Calabria y Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina",299,1,1,,0,2,Mar del Plata,General San Martin,Argentina,Buenos Aires,Calle,,,
,"-57,58394","-38,04309","Calabria y Roque Saenz Pena, Mar del Plata, Provincia de Buenos Aires, Argentina",300,1,1,,0,2,Mar del Plata,General San Martin,Argentina,Buenos Aires,Calle,,,
,"-57,5675736","-38,04121","Cerrito y Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina",301,1,2,,0,3,Mar del Plata,Cerrito San Salvador,Argentina,Buenos Aires,Calle,,,
,"-57,561692","-38,041777","Avenida Vertiz y Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina",302,1,2,,0,3,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Avenida,,CORREDOR 1,
,"-57,5747932","-38,035753","Rosales 5499, Mar del Plata, Provincia de Buenos Aires, Argentina",303,1,0,,0,1,Mar del Plata,El Progreso,Argentina,Buenos Aires,Calle,,,
,"-57,6266578","-37,95795","Avenida Pedro Luro y Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina",304,0,0,LPR 1 (OESTE) MANO LENTA,1,1,Mar del Plata,Florentino Ameghino,Argentina,Buenos Aires,Avenida,,,304D-304F1-304F2-246D-569D
,"-57,6266578","-37,95795","Avenida Pedro Luro y Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina",304,0,0,LPR 2 (OESTE) MANO RAPIDA,1,1,Mar del Plata,Florentino Ameghino,Argentina,Buenos Aires,Avenida,,,304D-304F1-304F2-246D-246F1-246F2-569D
,"-57,6266578","-37,95795","Avenida Pedro Luro y Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina",304,1,0,,0,1,Mar del Plata,Florentino Ameghino,Argentina,Buenos Aires,Avenida,,,
,"-57,6266578","-37,95795","Avenida Pedro Luro y Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina",304,0,2,,0,2,Mar del Plata,Florentino Ameghino,Argentina,Buenos Aires,Avenida,,,
,"-57,6054788","-37,968508","Avenida Pedro Luro y Pigue, Mar del Plata, Provincia de Buenos Aires, Argentina",305,1,2,,0,3,Mar del Plata,Jorge Newbery,Argentina,Buenos Aires,Avenida,,,
,"-57,5310174","-38,02549","Avenida Patricio Peralta Ramos y General Roca, Mar del Plata, Provincia de Buenos Aires, Argentina",308,1,5,,0,6,Mar del Plata,Playa Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,550261","-37,946987","Avenida Coelho de Meyrelles y Ortega y Gasset, Mar del Plata, Provincia de Buenos Aires, Argentina",309,1,2,,0,3,Mar del Plata,El Grosellar,Argentina,Buenos Aires,Avenida,,,
,"-57,6073873","-37,951784","Beruti 9600, Mar del Plata, Provincia de Buenos Aires, Argentina",310,1,1,,0,2,Mar del Plata,Libertad,Argentina,Buenos Aires,Calle,,,
,"-57,6107159","-37,95231","Avenida Fermin Errea 311, Mar del Plata, Provincia de Buenos Aires, Argentina",311,1,0,,0,1,Mar del Plata,Libertad,Argentina,Buenos Aires,Avenida,,,
,"-57,5979931","-37,961","Ituzaingo y Tandil, Mar del Plata, Provincia de Buenos Aires, Argentina",313,1,1,,0,2,Mar del Plata,Libertad,Argentina,Buenos Aires,Calle,,CORREDOR 20,
,"-57,6006032","-37,964217","Avenida Libertad y Tandil, Mar del Plata, Provincia de Buenos Aires, Argentina",314,1,2,,0,3,Mar del Plata,Libertad,Argentina,Buenos Aires,Avenida,,,
,"-57,588342","-37,952561","Eduardo Bradley F Acosta, Mar del Plata, Provincia de Buenos Aires, Argentina",317,1,0,,0,1,Mar del Plata,Lopez de Gomara,Argentina,Buenos Aires,Calle,,,
,"-57,6255826","-38,000006","Soler 11094, Mar del Plata, Provincia de Buenos Aires, Argentina",319,1,2,,0,3,Mar del Plata,General Belgrano,Argentina,Buenos Aires,Calle,,,
,"-57,6123229","-37,99449","Avenida Carlos Gardel y Magallanes, Mar del Plata, Provincia de Buenos Aires, Argentina",321,1,2,,0,3,Mar del Plata,Las Americas,Argentina,Buenos Aires,Avenida,,,
,"-57,6176658","-38,004719","Canesa y Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina",322,1,2,,0,3,Mar del Plata,Don Emilio,Argentina,Buenos Aires,Avenida,,,
,"-57,6198932","-38,017478","Avenida Victorio Tetamanti y Gutemberg, Mar del Plata, Provincia de Buenos Aires, Argentina",323,1,2,,0,3,Mar del Plata,Las Heras,Argentina,Buenos Aires,Avenida,,,
